Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Unemployment rate,GDP,prediccion,prob_Dropout,prob_Enrolled,prob_Graduate,riesgo_dropout_pct
1,18,2,9500,1,1,129.0,38,37,5,5,119.0,1,0,1,0,1,19,10.8,1.74,Graduate,8.3,12.0,79.7,8.3
1,1,6,9500,1,1,140.0,3,1,3,3,131.5,1,0,1,0,0,19,9.4,-3.12,Graduate,8.2,23.0,68.8,8.2
1,1,1,9070,1,1,124.0,19,37,4,4,126.8,0,0,1,0,1,18,13.9,0.79,Graduate,8.1,26.0,65.9,8.1
1,43,1,9773,1,1,123.0,19,19,9,8,134.0,0,0,1,0,1,20,12.4,1.79,Graduate,8.1,32.1,59.8,8.1
1,18,1,9070,1,1,143.0,38,38,7,5,141.6,0,0,1,0,1,19,10.8,1.74,Graduate,8.1,15.3,76.6,8.1
1,1,2,9773,1,1,130.0,19,1,9,9,126.9,1,0,1,0,1,19,11.1,2.02,Graduate,8.0,15.4,76.6,8.0
1,43,2,9500,1,1,136.0,38,38,9,5,131.3,0,0,1,0,0,23,7.6,0.32,Enrolled,7.9,57.2,34.9,7.9
1,16,1,9070,1,1,145.0,1,1,3,3,146.1,1,0,1,0,0,18,9.4,-3.12,Graduate,7.9,45.0,47.1,7.9
1,1,2,9500,1,1,106.0,1,19,4,4,106.4,1,0,1,0,1,19,12.4,1.79,Graduate,7.8,24.0,68.2,7.8
1,18,2,9500,1,1,135.0,38,37,9,5,125.3,1,0,1,0,1,18,12.7,-1.7,Graduate,7.8,13.6,78.6,7.8
1,1,3,9773,1,1,136.0,3,1,5,3,129.0,1,0,1,0,1,19,13.9,0.79,Graduate,7.7,10.0,82.3,7.7
1,43,2,9500,1,1,136.0,19,1,9,10,124.1,0,0,1,1,1,21,9.4,-3.12,Enrolled,7.7,54.1,38.2,7.7
1,17,1,9147,1,1,139.0,1,38,4,5,152.0,0,0,1,0,1,18,12.7,-1.7,Graduate,7.7,41.7,50.5,7.7
1,1,3,9773,1,1,150.0,19,38,4,4,146.5,1,0,1,0,1,20,11.1,2.02,Graduate,7.6,15.5,76.9,7.6
1,17,3,9070,1,1,142.0,1,38,3,5,146.9,1,0,1,0,1,18,16.2,-0.92,Graduate,7.6,21.2,71.2,7.6
1,39,1,8014,0,1,120.0,38,38,9,9,148.5,0,0,1,0,1,31,10.8,1.74,Graduate,7.6,15.8,76.5,7.6
1,17,4,9500,1,1,132.0,38,19,5,7,125.5,0,0,1,0,1,19,15.5,-4.06,Graduate,7.6,8.6,83.8,7.6
1,1,2,9254,1,1,136.0,38,38,9,7,125.2,1,0,1,0,1,18,8.9,3.51,Graduate,7.6,19.8,72.6,7.6
1,44,1,9003,1,39,150.0,19,37,6,6,150.0,0,1,1,0,1,19,13.9,0.79,Graduate,7.5,34.1,58.4,7.5
1,51,1,9238,1,39,140.0,38,38,5,7,129.1,1,0,1,0,1,20,12.4,1.79,Graduate,7.5,7.5,84.9,7.5
1,1,2,9500,1,1,124.0,37,37,9,9,116.0,1,0,1,0,1,21,12.7,-1.7,Graduate,7.5,18.5,74.0,7.5
1,1,2,9070,1,1,164.0,38,38,9,7,165.8,1,0,1,0,0,18,9.4,-3.12,Graduate,7.4,24.3,68.3,7.4
1,1,4,9500,1,1,128.0,1,1,4,10,125.2,1,0,1,1,1,18,12.4,1.79,Graduate,7.4,13.3,79.3,7.4
1,1,1,9500,1,1,131.0,1,19,9,9,127.0,0,0,1,1,1,19,12.7,-1.7,Graduate,7.3,22.3,70.4,7.3
1,1,1,8014,0,1,126.0,37,38,9,10,119.4,0,0,1,0,0,19,12.7,-1.7,Graduate,7.2,37.3,55.5,7.2
1,1,2,9773,1,1,132.0,1,2,9,3,128.2,1,0,1,0,1,19,9.4,-3.12,Graduate,7.2,27.7,65.1,7.2
1,53,1,9085,1,42,150.0,3,1,2,8,153.8,1,0,1,0,0,21,8.9,3.51,Graduate,7.1,42.9,50.1,7.1
1,1,1,9773,1,1,151.0,1,1,5,9,146.5,0,0,1,0,1,18,12.7,-1.7,Graduate,7.0,10.8,82.3,7.0
1,1,4,9500,1,1,136.0,1,1,9,1,133.0,1,0,1,0,0,19,7.6,0.32,Graduate,7.0,21.1,71.9,7.0
1,1,4,9500,1,1,148.0,19,19,9,3,125.0,1,0,1,0,0,18,7.6,0.32,Graduate,6.9,20.6,72.4,6.9
1,1,2,9500,1,1,124.0,37,37,7,7,116.5,1,0,1,0,1,20,11.1,2.02,Graduate,6.9,19.5,73.6,6.9
1,1,1,9085,1,1,133.1,19,38,5,7,110.0,1,0,1,0,1,21,11.1,2.02,Graduate,6.9,32.1,61.0,6.9
1,1,6,9500,1,1,140.0,19,19,1,4,133.3,1,0,1,0,1,17,9.4,-3.12,Graduate,6.9,17.1,76.0,6.9
1,18,6,9500,1,1,124.0,37,37,9,7,117.8,0,0,1,0,1,20,10.8,1.74,Graduate,6.7,8.0,85.3,6.7
1,17,4,9500,1,1,137.0,1,37,9,9,128.4,1,0,1,0,1,19,13.9,0.79,Graduate,6.7,8.3,85.0,6.7
1,17,6,9500,1,1,143.0,1,19,4,4,129.9,0,0,1,0,1,20,11.1,2.02,Graduate,6.6,10.4,83.0,6.6
1,17,2,9070,1,1,133.1,37,38,9,10,178.0,1,0,1,1,1,23,9.4,-3.12,Graduate,6.5,19.3,74.2,6.5
1,1,4,9085,1,1,135.0,38,37,9,9,132.6,1,0,1,0,1,19,10.8,1.74,Graduate,6.5,10.9,82.6,6.5
1,1,2,9773,1,1,131.0,19,37,9,10,121.9,1,0,1,0,1,18,11.1,2.02,Graduate,6.5,19.8,73.7,6.5
1,1,1,9085,1,1,140.0,3,3,2,2,146.4,0,0,1,0,0,18,7.6,0.32,Enrolled,6.5,59.0,34.5,6.5
1,17,2,8014,0,1,133.1,19,1,1,1,118.0,0,0,1,0,1,20,10.8,1.74,Graduate,6.5,15.1,78.4,6.5
1,1,3,9500,1,1,128.0,1,1,7,7,120.5,1,0,1,0,1,19,12.4,1.79,Graduate,6.5,22.2,71.4,6.5
1,1,1,9500,1,1,147.0,38,38,9,9,142.0,1,0,1,0,0,18,7.6,0.32,Graduate,6.5,30.9,62.5,6.5
1,1,3,9500,1,1,147.0,37,38,9,5,134.8,1,0,1,0,0,18,7.6,0.32,Graduate,6.4,45.0,48.6,6.4
1,1,3,9500,1,1,130.0,3,1,2,5,133.8,0,0,1,0,0,19,7.6,0.32,Enrolled,6.4,55.0,38.7,6.4
1,1,1,9070,1,1,150.0,37,37,9,6,131.1,0,0,1,0,1,19,15.5,-4.06,Graduate,6.4,19.6,74.0,6.4
1,1,1,9500,1,1,148.0,3,3,2,2,137.3,1,0,1,0,0,19,7.6,0.32,Enrolled,6.3,50.2,43.5,6.3
1,1,1,9500,1,1,133.0,37,37,9,7,121.8,0,0,1,1,1,18,9.4,-3.12,Graduate,6.3,33.3,60.4,6.3
1,1,1,9500,1,1,141.0,37,37,9,9,136.3,1,0,1,1,1,18,7.6,0.32,Graduate,6.1,23.1,70.8,6.1
1,1,1,9500,1,1,140.0,1,1,4,4,123.5,1,0,1,0,1,19,9.4,-3.12,Graduate,6.0,32.0,62.0,6.0
1,1,1,9085,1,1,134.0,1,1,9,9,133.0,1,0,1,0,1,20,11.1,2.02,Graduate,6.0,23.6,70.5,6.0
1,51,1,9070,1,1,135.0,3,1,3,5,121.8,0,0,1,0,1,19,11.1,2.02,Graduate,6.0,33.1,60.9,6.0
1,1,1,9147,1,1,127.0,38,19,9,10,117.9,0,0,1,0,1,20,8.9,3.51,Enrolled,5.9,47.3,46.8,5.9
1,17,2,9500,1,1,137.0,19,37,4,7,126.3,1,0,1,0,1,19,11.1,2.02,Graduate,5.9,18.5,75.6,5.9
1,17,1,9238,1,1,125.0,19,38,3,7,114.9,0,0,1,0,1,19,11.1,2.02,Graduate,5.8,23.0,71.2,5.8
1,1,1,9773,1,1,125.0,19,1,9,9,130.6,1,0,1,0,1,18,8.9,3.51,Graduate,5.8,19.4,74.8,5.8
1,17,5,9500,1,1,144.0,19,38,9,5,130.7,1,0,1,0,1,18,13.9,0.79,Graduate,5.7,17.5,76.9,5.7
1,1,1,9238,1,1,160.0,19,38,9,9,152.0,0,0,1,1,1,19,13.9,0.79,Graduate,5.7,8.5,85.8,5.7
1,44,1,9238,1,1,140.0,1,1,5,5,143.4,0,0,1,0,1,21,13.9,0.79,Graduate,5.7,20.6,73.7,5.7
1,1,1,9238,1,1,125.0,19,19,9,9,121.5,1,0,1,0,1,19,12.4,1.79,Graduate,5.7,13.6,80.7,5.7
1,1,1,9500,1,1,137.0,37,37,7,9,130.8,1,0,1,0,1,18,7.6,0.32,Graduate,5.6,23.2,71.3,5.6
1,1,3,9500,1,1,114.0,1,1,5,5,114.5,1,0,1,0,1,19,12.4,1.79,Graduate,5.6,24.7,69.7,5.6
1,1,1,9773,1,1,170.0,1,19,9,7,155.0,0,0,1,1,1,18,11.1,2.02,Graduate,5.6,11.0,83.4,5.6
1,17,1,9500,1,1,137.0,1,1,9,9,127.9,1,0,1,0,1,18,11.1,2.02,Graduate,5.5,19.5,75.0,5.5
1,44,1,9238,1,39,140.0,1,19,191,102,143.0,0,0,1,0,0,20,13.9,0.79,Enrolled,5.4,55.3,39.3,5.4
1,1,3,9500,1,1,102.0,1,19,9,5,100.6,1,0,1,0,1,20,12.4,1.79,Graduate,5.3,33.1,61.6,5.3
1,1,1,9500,1,1,141.0,1,1,90,3,127.8,0,0,1,0,1,19,7.6,0.32,Graduate,5.3,9.4,85.3,5.3
1,17,6,9500,1,1,139.0,37,37,9,6,133.5,1,0,1,0,1,18,12.7,-1.7,Graduate,5.2,9.7,85.1,5.2
1,17,3,9238,1,1,141.0,19,38,9,7,125.6,1,0,1,0,1,19,8.9,3.51,Graduate,5.2,17.6,77.1,5.2
2,1,1,8014,0,1,150.0,1,37,4,7,139.9,1,0,1,0,0,24,9.4,-3.12,Graduate,5.1,21.9,73.0,5.1
1,17,1,9500,1,1,127.0,19,38,5,9,129.5,1,0,1,0,1,20,7.6,0.32,Graduate,5.0,25.3,69.7,5.0
1,1,1,9070,1,1,133.1,1,1,9,9,155.0,0,0,1,0,1,21,16.2,-0.92,Graduate,5.0,11.7,83.3,5.0
1,1,3,9500,1,1,137.0,19,38,7,7,126.5,1,0,1,0,1,19,9.4,-3.12,Graduate,5.0,32.8,62.2,5.0
1,1,3,9500,1,1,141.0,19,19,9,7,131.7,1,0,1,0,1,19,15.5,-4.06,Graduate,5.0,19.8,75.2,5.0
1,1,1,9500,1,1,140.0,38,37,9,7,130.0,1,0,1,1,1,18,7.6,0.32,Graduate,4.9,24.8,70.3,4.9
1,1,3,9500,1,1,140.0,19,37,9,9,125.5,1,0,1,0,1,19,10.8,1.74,Graduate,4.8,19.8,75.4,4.8
1,1,2,9500,1,1,117.0,19,1,4,7,112.1,0,0,1,0,1,20,11.1,2.02,Graduate,4.7,23.2,72.1,4.7
1,53,1,9085,1,42,170.0,1,19,4,7,170.0,0,0,1,0,0,20,8.9,3.51,Graduate,4.7,25.4,70.0,4.7
1,16,4,9773,1,1,109.0,37,37,9,3,137.0,1,0,1,0,1,18,10.8,1.74,Graduate,4.7,8.3,87.0,4.7
1,44,1,9003,1,39,160.0,37,38,9,7,160.0,0,0,1,0,1,19,15.5,-4.06,Graduate,4.6,22.2,73.2,4.6
1,1,2,9085,1,1,162.0,37,1,9,9,165.2,1,0,1,0,1,18,10.8,1.74,Graduate,4.3,10.9,84.9,4.3
1,1,1,9500,1,1,128.0,3,1,2,1,127.8,0,0,1,0,1,19,13.9,0.79,Graduate,4.2,17.7,78.1,4.2
1,1,1,9500,1,1,132.0,19,37,4,9,128.0,1,0,1,0,1,19,7.6,0.32,Graduate,4.2,25.0,70.8,4.2
1,17,1,9500,1,1,130.0,19,1,9,7,130.4,1,0,1,0,1,19,11.1,2.02,Graduate,4.2,23.3,72.6,4.2
1,1,4,9500,1,1,136.0,37,37,9,9,126.3,1,0,1,0,1,18,7.6,0.32,Graduate,4.2,12.2,83.6,4.2
1,17,1,9003,1,1,131.0,19,1,9,2,134.5,1,0,1,0,1,19,12.4,1.79,Graduate,4.1,24.5,71.3,4.1
1,1,1,9238,1,1,165.0,37,38,9,8,152.4,1,0,1,0,1,18,16.2,-0.92,Graduate,3.9,6.4,89.7,3.9
1,17,1,9238,1,1,145.0,38,38,9,7,145.0,0,0,1,0,1,19,12.4,1.79,Graduate,3.8,8.5,87.8,3.8
2,1,1,9085,1,1,139.0,19,19,192,144,127.1,0,0,1,1,1,23,10.8,1.74,Graduate,3.7,46.3,50.0,3.7
1,51,1,9500,1,1,129.0,37,38,3,3,137.8,1,0,1,0,1,20,11.1,2.02,Graduate,3.7,12.1,84.2,3.7
1,42,1,9500,1,1,160.0,37,38,9,7,161.0,1,0,1,0,1,22,10.8,1.74,Graduate,3.6,8.7,87.7,3.6
2,1,1,9500,1,1,142.0,19,38,4,5,130.3,0,0,1,0,0,18,7.6,0.32,Graduate,3.6,41.9,54.5,3.6
1,1,6,9500,1,1,127.0,1,19,3,3,120.2,1,0,1,0,1,19,12.4,1.79,Graduate,3.6,7.3,89.1,3.6
1,17,1,9500,1,1,148.0,1,37,9,7,143.3,0,0,1,0,1,18,13.9,0.79,Graduate,3.6,13.6,82.8,3.6
1,1,1,9238,1,1,164.0,19,19,9,9,149.0,1,0,1,0,1,23,10.8,1.74,Graduate,3.6,7.7,88.7,3.6
1,1,1,9670,1,1,157.0,19,38,9,7,146.2,1,0,1,0,1,20,11.1,2.02,Graduate,3.6,16.5,79.9,3.6
1,17,1,9238,1,1,133.1,38,38,191,193,146.0,0,1,1,0,1,19,8.9,3.51,Graduate,3.3,44.3,52.4,3.3
1,1,1,9500,1,1,136.0,1,19,5,7,136.4,0,0,1,0,1,19,13.9,0.79,Graduate,3.2,11.8,85.1,3.2
1,1,1,9238,1,1,132.0,1,38,9,7,127.1,1,0,1,0,1,20,8.9,3.51,Graduate,3.1,13.8,83.1,3.1
1,1,1,9500,1,1,152.0,19,37,3,8,156.9,0,0,1,0,1,18,15.5,-4.06,Graduate,3.0,15.3,81.7,3.0
2,1,1,9500,1,1,137.0,3,38,2,4,121.0,0,0,1,0,1,19,10.8,1.74,Graduate,3.0,22.3,74.7,3.0
1,1,1,9500,1,1,162.0,19,1,5,5,147.5,1,0,1,0,1,18,9.4,-3.12,Graduate,3.0,21.8,75.2,3.0
1,44,1,8014,0,39,150.0,1,37,9,7,146.7,0,0,1,0,1,21,12.4,1.79,Graduate,2.9,18.1,79.0,2.9
1,1,1,9500,1,1,135.0,2,1,2,8,126.6,0,0,1,0,1,19,11.1,2.02,Graduate,2.8,25.1,72.1,2.8
1,1,1,9500,1,1,141.0,1,19,3,3,131.9,1,0,1,0,1,18,11.1,2.02,Graduate,2.6,12.8,84.6,2.6
1,1,1,9238,1,1,160.0,38,37,9,7,155.5,1,0,1,0,1,18,10.8,1.74,Graduate,2.5,6.3,91.2,2.5
1,1,1,9500,1,1,143.0,19,19,5,6,142.3,0,0,1,0,1,18,12.4,1.79,Graduate,2.2,11.9,85.9,2.2
